"subject","absVD","OV","trial","choice","rt","leftval","rightval","VD","fixDurLeft","fixDurRight","fixDurTotal","EL","ER","x1","x2"
1,2,16,84,0,1172,9,7,2,330,276,606,0.544554455445545,0.455445544554455,1.71287128712871,0.287128712871287
1,2,16,85,1,1728,7,9,-2,438,724,1162,0.376936316695353,0.623063683304647,-2.96901893287435,0.969018932874355
1,2,16,86,1,971,7,9,-2,405,0,405,1,0,7,-9
1,2,16,87,0,890,9,7,2,0,324,324,0,1,-7,9
1,2,16,88,1,1265,9,7,2,699,0,699,1,0,9,-7
1,2,16,89,0,838,9,7,2,0,272,272,0,1,-7,9
1,2,16,90,1,730,9,7,2,164,0,164,1,0,9,-7
1,2,16,91,0,767,7,9,-2,0,201,201,0,1,-9,7
1,2,16,92,0,1614,7,9,-2,502,546,1048,0.479007633587786,0.520992366412214,-1.33587786259542,-0.66412213740458
1,2,16,93,0,989,9,7,2,0,423,423,0,1,-7,9
1,2,16,94,1,1006,9,7,2,440,0,440,1,0,9,-7
1,2,16,95,0,703,7,9,-2,0,137,137,0,1,-9,7
1,2,16,96,1,932,7,9,-2,366,0,366,1,0,7,-9
1,2,16,97,0,2548,7,9,-2,732,1250,1982,0.369323915237134,0.630676084762866,-3.09081735620585,1.09081735620585
1,2,16,98,0,1487,7,9,-2,713,208,921,0.774158523344191,0.225841476655809,3.38653637350706,-5.38653637350706
1,2,16,99,1,2574,9,7,2,1200,808,2008,0.597609561752988,0.402390438247012,2.56175298804781,-0.561752988047809
1,2,16,100,1,1675,7,9,-2,758,351,1109,0.683498647430117,0.316501352569883,1.93597835888188,-3.93597835888188
2,2,16,1,0,615,7,9,-2,0,265,265,0,1,-9,7
2,2,16,2,1,549,9,7,2,199,0,199,1,0,9,-7
2,2,16,3,0,848,7,9,-2,0,498,498,0,1,-9,7
2,2,16,4,1,668,7,9,-2,318,0,318,1,0,7,-9
2,2,16,5,0,670,9,7,2,0,320,320,0,1,-7,9
2,2,16,6,1,702,9,7,2,352,0,352,1,0,9,-7
2,2,16,7,0,548,7,9,-2,0,198,198,0,1,-9,7
2,2,16,8,1,1559,9,7,2,534,675,1209,0.441687344913151,0.558312655086849,0.0669975186104215,1.93300248138958
2,2,16,9,0,804,7,9,-2,0,454,454,0,1,-9,7
2,2,16,10,1,827,9,7,2,477,0,477,1,0,9,-7
2,2,16,11,0,506,7,9,-2,0,156,156,0,1,-9,7
2,2,16,12,1,582,9,7,2,232,0,232,1,0,9,-7
2,2,16,13,0,784,9,7,2,0,434,434,0,1,-7,9
2,2,16,14,1,594,9,7,2,244,0,244,1,0,9,-7
2,2,16,15,0,559,7,9,-2,0,209,209,0,1,-9,7
2,2,16,16,1,675,9,7,2,325,0,325,1,0,9,-7
2,2,16,17,0,831,9,7,2,0,481,481,0,1,-7,9
2,2,16,18,1,598,9,7,2,248,0,248,1,0,9,-7
2,2,16,19,0,874,7,9,-2,0,524,524,0,1,-9,7
2,2,16,20,1,541,7,9,-2,191,0,191,1,0,7,-9
2,2,16,21,0,644,9,7,2,0,294,294,0,1,-7,9
2,2,16,22,1,2235,9,7,2,1208,677,1885,0.640848806366048,0.359151193633952,3.25358090185676,-1.25358090185676
2,2,16,23,0,693,7,9,-2,0,343,343,0,1,-9,7
2,2,16,24,1,599,9,7,2,249,0,249,1,0,9,-7
2,2,16,25,0,819,9,7,2,0,469,469,0,1,-7,9
2,2,16,26,0,1273,9,7,2,433,490,923,0.469122426868906,0.530877573131094,0.505958829902492,1.49404117009751
2,2,16,27,0,894,9,7,2,0,544,544,0,1,-7,9
2,2,16,28,1,766,9,7,2,416,0,416,1,0,9,-7
2,2,16,29,1,3898,7,9,-2,1971,1577,3548,0.555524239007892,0.444475760992108,-0.111612175873733,-1.88838782412627
2,2,16,30,0,710,7,9,-2,360,0,360,1,0,7,-9
2,2,16,31,0,1080,9,7,2,0,730,730,0,1,-7,9
2,2,16,32,1,686,7,9,-2,336,0,336,1,0,7,-9
2,2,16,33,0,3321,7,9,-2,1305,1666,2971,0.439246045102659,0.560753954897341,-1.97206327835746,-0.0279367216425448
2,2,16,34,1,609,7,9,-2,259,0,259,1,0,7,-9
2,2,16,35,0,719,7,9,-2,0,369,369,0,1,-9,7
2,2,16,36,1,621,7,9,-2,271,0,271,1,0,7,-9
2,2,16,37,0,990,9,7,2,0,640,640,0,1,-7,9
2,2,16,38,1,584,7,9,-2,234,0,234,1,0,7,-9
2,2,16,39,1,1523,9,7,2,575,598,1173,0.490196078431373,0.509803921568627,0.84313725490196,1.15686274509804
2,2,16,40,0,2025,9,7,2,816,859,1675,0.487164179104478,0.512835820895522,0.794626865671642,1.20537313432836
2,2,16,41,0,899,9,7,2,0,549,549,0,1,-7,9
2,2,16,42,1,1967,7,9,-2,946,671,1617,0.585034013605442,0.414965986394558,0.360544217687075,-2.36054421768707
2,2,16,43,0,599,7,9,-2,0,249,249,0,1,-9,7
2,2,16,44,1,725,7,9,-2,375,0,375,1,0,7,-9
2,2,16,45,1,1042,9,7,2,232,460,692,0.335260115606936,0.664739884393064,-1.63583815028902,3.63583815028902
2,2,16,46,1,1191,9,7,2,709,132,841,0.843043995243757,0.156956004756243,6.48870392390012,-4.48870392390012
2,2,16,47,0,564,7,9,-2,0,214,214,0,1,-9,7
2,2,16,48,1,577,9,7,2,227,0,227,1,0,9,-7
2,2,16,49,0,640,7,9,-2,0,290,290,0,1,-9,7
2,2,16,50,1,2375,7,9,-2,1374,651,2025,0.678518518518519,0.321481481481481,1.8562962962963,-3.8562962962963
2,2,16,51,1,876,9,7,2,274,252,526,0.520912547528517,0.479087452471483,1.33460076045627,0.665399239543726
2,2,16,52,1,3206,9,7,2,1588,1268,2856,0.556022408963585,0.443977591036415,1.89635854341737,0.103641456582633
2,2,16,53,0,832,7,9,-2,0,482,482,0,1,-9,7
2,2,16,54,1,3198,9,7,2,1411,1437,2848,0.495435393258427,0.504564606741573,0.926966292134831,1.07303370786517
2,2,16,55,1,1269,9,7,2,344,575,919,0.374319912948857,0.625680087051143,-1.01088139281828,3.01088139281828
2,2,16,56,0,2378,7,9,-2,1206,822,2028,0.594674556213018,0.405325443786982,0.514792899408284,-2.51479289940828
2,2,16,57,0,750,7,9,-2,0,400,400,0,1,-9,7
2,2,16,58,1,725,7,9,-2,375,0,375,1,0,7,-9
2,2,16,59,1,1493,9,7,2,651,492,1143,0.569553805774278,0.430446194225722,2.11286089238845,-0.112860892388451
2,2,16,60,1,1705,9,7,2,934,421,1355,0.68929889298893,0.31070110701107,4.02878228782288,-2.02878228782288
2,2,16,61,0,899,7,9,-2,0,549,549,0,1,-9,7
2,2,16,62,1,903,7,9,-2,553,0,553,1,0,7,-9
2,2,16,63,1,2217,9,7,2,724,1143,1867,0.387787895018747,0.612212104981253,-0.795393679700053,2.79539367970005
2,2,16,64,0,1849,7,9,-2,779,720,1499,0.51967978652435,0.48032021347565,-0.685123415610407,-1.31487658438959
2,2,16,65,0,589,7,9,-2,0,239,239,0,1,-9,7
2,2,16,66,1,661,7,9,-2,311,0,311,1,0,7,-9
2,2,16,67,1,1096,9,7,2,103,643,746,0.138069705093834,0.861930294906166,-4.79088471849866,6.79088471849866
2,2,16,68,1,1272,7,9,-2,516,406,922,0.559652928416486,0.440347071583514,-0.0455531453362252,-1.95444685466377
2,2,16,69,0,781,7,9,-2,0,431,431,0,1,-9,7
2,2,16,70,1,726,7,9,-2,353,23,376,0.938829787234043,0.0611702127659574,6.02127659574468,-8.02127659574468
2,2,16,71,0,849,9,7,2,0,499,499,0,1,-7,9
2,2,16,72,1,495,9,7,2,145,0,145,1,0,9,-7
2,2,16,73,0,654,9,7,2,0,304,304,0,1,-7,9
2,2,16,74,1,665,9,7,2,315,0,315,1,0,9,-7
2,2,16,75,0,621,7,9,-2,0,271,271,0,1,-9,7
2,2,16,76,0,1347,7,9,-2,668,329,997,0.670010030090271,0.329989969909729,1.72016048144433,-3.72016048144433
2,2,16,77,1,2679,9,7,2,1034,1295,2329,0.443967367969085,0.556032632030915,0.103477887505367,1.89652211249463
2,2,16,78,1,794,9,7,2,444,0,444,1,0,9,-7
2,2,16,79,0,548,9,7,2,0,198,198,0,1,-7,9
2,2,16,80,1,1665,9,7,2,719,596,1315,0.546768060836502,0.453231939163498,1.74828897338403,0.25171102661597
2,2,16,81,0,1657,7,9,-2,652,655,1307,0.49885233358837,0.50114766641163,-1.01836266258607,-0.981637337413925
2,2,16,82,1,648,9,7,2,298,0,298,1,0,9,-7
2,2,16,83,1,3251,9,7,2,879,2022,2901,0.302998965873837,0.697001034126163,-2.15201654601861,4.15201654601861
2,2,16,84,1,859,9,7,2,509,0,509,1,0,9,-7
2,2,16,85,0,1163,7,9,-2,67,746,813,0.0824108241082411,0.917589175891759,-7.68142681426814,5.68142681426814
2,2,16,86,0,854,7,9,-2,342,162,504,0.678571428571429,0.321428571428571,1.85714285714286,-3.85714285714286
2,2,16,87,1,1236,9,7,2,388,498,886,0.437923250564334,0.562076749435666,0.00677200902934549,1.99322799097065
2,2,16,88,1,919,7,9,-2,569,0,569,1,0,7,-9
2,2,16,89,0,455,9,7,2,0,105,105,0,1,-7,9
2,2,16,90,1,822,7,9,-2,472,0,472,1,0,7,-9
2,2,16,91,0,742,7,9,-2,0,392,392,0,1,-9,7
2,2,16,92,1,1500,9,7,2,854,296,1150,0.742608695652174,0.257391304347826,4.88173913043478,-2.88173913043478
2,2,16,93,0,535,7,9,-2,0,185,185,0,1,-9,7
2,2,16,94,1,651,9,7,2,301,0,301,1,0,9,-7
2,2,16,95,0,712,9,7,2,0,362,362,0,1,-7,9
2,2,16,96,1,638,7,9,-2,288,0,288,1,0,7,-9
2,2,16,97,0,1108,7,9,-2,105,653,758,0.138522427440633,0.861477572559367,-6.78364116094987,4.78364116094987
2,2,16,98,1,1699,9,7,2,1045,304,1349,0.774647887323944,0.225352112676056,5.3943661971831,-3.3943661971831
2,2,16,99,0,1450,7,9,-2,480,620,1100,0.436363636363636,0.563636363636364,-2.01818181818182,0.0181818181818181
2,2,16,100,1,2682,9,7,2,1257,1075,2332,0.539022298456261,0.460977701543739,1.62435677530017,0.375643224699829
3,2,16,1,0,1080,9,7,2,0,386,386,0,1,-7,9
3,2,16,2,1,1066,7,9,-2,372,0,372,1,0,7,-9
3,2,16,3,1,1807,9,7,2,382,731,1113,0.343216531895777,0.656783468104223,-1.50853548966757,3.50853548966757
3,2,16,4,1,1054,7,9,-2,360,0,360,1,0,7,-9
3,2,16,5,0,899,9,7,2,0,205,205,0,1,-7,9
3,2,16,6,0,1872,7,9,-2,741,437,1178,0.629032258064516,0.370967741935484,1.06451612903226,-3.06451612903226
3,2,16,7,0,916,9,7,2,0,222,222,0,1,-7,9
3,2,16,8,1,1882,9,7,2,779,409,1188,0.655723905723906,0.344276094276094,3.49158249158249,-1.49158249158249
3,2,16,9,0,1006,7,9,-2,0,312,312,0,1,-9,7
3,2,16,10,1,1072,7,9,-2,378,0,378,1,0,7,-9
3,2,16,11,0,1075,7,9,-2,0,381,381,0,1,-9,7
3,2,16,12,1,943,7,9,-2,249,0,249,1,0,7,-9
3,2,16,13,0,1261,7,9,-2,0,567,567,0,1,-9,7
3,2,16,14,0,2843,7,9,-2,1062,1087,2149,0.494183341088879,0.505816658911121,-1.09306654257794,-0.906933457422057
3,2,16,15,1,1113,9,7,2,117,302,419,0.279236276849642,0.720763723150358,-2.53221957040573,4.53221957040573
3,2,16,16,1,990,7,9,-2,296,0,296,1,0,7,-9
3,2,16,17,0,2038,7,9,-2,669,675,1344,0.497767857142857,0.502232142857143,-1.03571428571429,-0.964285714285714
3,2,16,18,1,1008,9,7,2,314,0,314,1,0,9,-7
3,2,16,19,1,2077,9,7,2,526,857,1383,0.380332610267534,0.619667389732466,-0.91467823571945,2.91467823571945
3,2,16,20,1,921,9,7,2,227,0,227,1,0,9,-7
3,2,16,21,1,1689,7,9,-2,424,571,995,0.426130653266332,0.573869346733668,-2.18190954773869,0.181909547738693
3,2,16,22,1,974,9,7,2,280,0,280,1,0,9,-7
3,2,16,23,1,1368,9,7,2,60,614,674,0.0890207715133531,0.910979228486647,-5.57566765578635,7.57566765578635
3,2,16,24,1,1888,9,7,2,624,570,1194,0.522613065326633,0.477386934673367,1.36180904522613,0.638190954773869
3,2,16,25,1,1424,9,7,2,181,549,730,0.247945205479452,0.752054794520548,-3.03287671232877,5.03287671232877
3,2,16,26,1,992,7,9,-2,298,0,298,1,0,7,-9
3,2,16,27,1,2349,9,7,2,960,695,1655,0.580060422960725,0.419939577039275,2.2809667673716,-0.280966767371601
3,2,16,28,1,1023,9,7,2,329,0,329,1,0,9,-7
3,2,16,29,0,2672,7,9,-2,1035,943,1978,0.523255813953488,0.476744186046512,-0.627906976744186,-1.37209302325581
3,2,16,30,1,1081,9,7,2,387,0,387,1,0,9,-7
3,2,16,31,0,1239,7,9,-2,38,507,545,0.0697247706422018,0.930275229357798,-7.88440366972477,5.88440366972477
3,2,16,32,1,2859,7,9,-2,1432,733,2165,0.661431870669746,0.338568129330254,1.58290993071593,-3.58290993071594
3,2,16,33,0,1143,7,9,-2,0,449,449,0,1,-9,7
3,2,16,34,0,1645,9,7,2,392,559,951,0.412197686645636,0.587802313354364,-0.404837013669821,2.40483701366982
3,2,16,35,0,900,7,9,-2,0,206,206,0,1,-9,7
3,2,16,36,1,1874,7,9,-2,783,397,1180,0.663559322033898,0.336440677966102,1.61694915254237,-3.61694915254237
3,2,16,37,0,1241,9,7,2,0,547,547,0,1,-7,9
3,2,16,38,1,1016,9,7,2,322,0,322,1,0,9,-7
3,2,16,39,0,2842,7,9,-2,1113,1035,2148,0.518156424581006,0.481843575418994,-0.70949720670391,-1.29050279329609
3,2,16,40,1,1199,9,7,2,505,0,505,1,0,9,-7
3,2,16,41,1,1569,9,7,2,307,568,875,0.350857142857143,0.649142857142857,-1.38628571428571,3.38628571428571
3,2,16,42,1,1118,7,9,-2,424,0,424,1,0,7,-9
3,2,16,43,0,2087,9,7,2,334,1059,1393,0.239770279971285,0.760229720028715,-3.16367552045944,5.16367552045944
3,2,16,44,0,1586,9,7,2,281,611,892,0.315022421524664,0.684977578475336,-1.95964125560538,3.95964125560538
3,2,16,45,0,966,7,9,-2,0,272,272,0,1,-9,7
3,2,16,46,0,3247,7,9,-2,1143,1410,2553,0.447708578143361,0.552291421856639,-1.83666274970623,-0.163337250293772
3,2,16,47,0,925,9,7,2,0,231,231,0,1,-7,9
3,2,16,48,1,2531,9,7,2,1189,648,1837,0.647250952640174,0.352749047359826,3.35601524224279,-1.35601524224279
3,2,16,49,1,4047,9,7,2,1690,1663,3353,0.504026245153594,0.495973754846406,1.0644199224575,0.935580077542499
3,2,16,50,1,1581,9,7,2,604,283,887,0.680947012401353,0.319052987598647,3.89515219842165,-1.89515219842165
3,2,16,51,0,1112,7,9,-2,0,418,418,0,1,-9,7
3,2,16,52,0,1492,9,7,2,259,539,798,0.324561403508772,0.675438596491228,-1.80701754385965,3.80701754385965
3,2,16,53,0,1065,7,9,-2,0,371,371,0,1,-9,7
3,2,16,54,1,988,9,7,2,294,0,294,1,0,9,-7
3,2,16,55,0,1660,9,7,2,335,631,966,0.346790890269151,0.653209109730849,-1.45134575569358,3.45134575569358
3,2,16,56,0,1420,7,9,-2,307,419,726,0.422865013774105,0.577134986225895,-2.23415977961433,0.234159779614325
3,2,16,57,0,979,9,7,2,0,285,285,0,1,-7,9
3,2,16,58,1,1369,7,9,-2,472,203,675,0.699259259259259,0.300740740740741,2.18814814814815,-4.18814814814815
3,2,16,59,1,2289,9,7,2,807,788,1595,0.505956112852665,0.494043887147335,1.09529780564263,0.904702194357366
3,2,16,60,1,3000,7,9,-2,1723,583,2306,0.747181266261925,0.252818733738075,2.95490026019081,-4.95490026019081
3,2,16,61,0,2457,9,7,2,516,1247,1763,0.292682926829268,0.707317073170732,-2.31707317073171,4.31707317073171
3,2,16,62,1,2441,9,7,2,722,1025,1747,0.413279908414425,0.586720091585575,-0.387521465369204,2.3875214653692
3,2,16,63,0,2392,7,9,-2,651,1047,1698,0.38339222614841,0.61660777385159,-2.86572438162544,0.865724381625442
3,2,16,64,0,3119,7,9,-2,1304,1121,2425,0.537731958762887,0.462268041237113,-0.396288659793814,-1.60371134020619
3,2,16,65,0,925,7,9,-2,0,231,231,0,1,-9,7
3,2,16,66,1,1276,7,9,-2,582,0,582,1,0,7,-9
3,2,16,67,0,1349,7,9,-2,117,538,655,0.178625954198473,0.821374045801527,-6.14198473282443,4.14198473282443
3,2,16,68,1,864,9,7,2,170,0,170,1,0,9,-7
3,2,16,69,0,3137,7,9,-2,1073,1370,2443,0.439214081047892,0.560785918952108,-1.97257470323373,-0.0274252967662711
3,2,16,70,1,2044,7,9,-2,910,440,1350,0.674074074074074,0.325925925925926,1.78518518518518,-3.78518518518518
3,2,16,71,1,1924,7,9,-2,712,518,1230,0.578861788617886,0.421138211382114,0.261788617886179,-2.26178861788618
3,2,16,72,1,2788,9,7,2,1159,935,2094,0.553486150907354,0.446513849092646,1.85577841451767,0.144221585482331
3,2,16,73,1,4377,9,7,2,2016,1667,3683,0.547379853380396,0.452620146619604,1.75807765408634,0.241922345913657
3,2,16,74,0,1570,9,7,2,341,535,876,0.389269406392694,0.610730593607306,-0.771689497716895,2.7716894977169
3,2,16,75,1,2304,9,7,2,511,1099,1610,0.317391304347826,0.682608695652174,-1.92173913043478,3.92173913043478
3,2,16,76,0,2771,7,9,-2,878,1199,2077,0.422725084256139,0.577274915743861,-2.23639865190178,0.236398651901782
3,2,16,77,1,2049,9,7,2,555,800,1355,0.409594095940959,0.590405904059041,-0.446494464944649,2.44649446494465
3,2,16,78,1,1067,7,9,-2,373,0,373,1,0,7,-9
3,2,16,79,0,1030,9,7,2,0,336,336,0,1,-7,9
3,2,16,80,1,2250,9,7,2,891,665,1556,0.572622107969152,0.427377892030848,2.16195372750643,-0.161953727506427
3,2,16,81,0,1000,9,7,2,0,306,306,0,1,-7,9
3,2,16,82,1,969,9,7,2,275,0,275,1,0,9,-7
3,2,16,83,0,1105,9,7,2,0,411,411,0,1,-7,9
3,2,16,84,1,1299,9,7,2,568,37,605,0.938842975206612,0.0611570247933884,8.02148760330578,-6.02148760330578
3,2,16,85,0,1083,7,9,-2,0,389,389,0,1,-9,7
3,2,16,86,1,969,9,7,2,275,0,275,1,0,9,-7
3,2,16,87,0,969,7,9,-2,11,264,275,0.04,0.96,-8.36,6.36
3,2,16,88,0,1864,7,9,-2,712,458,1170,0.608547008547008,0.391452991452991,0.736752136752137,-2.73675213675214
3,2,16,89,0,1058,7,9,-2,0,364,364,0,1,-9,7
3,2,16,90,1,1883,9,7,2,580,609,1189,0.48780487804878,0.51219512195122,0.804878048780488,1.19512195121951
3,2,16,91,0,914,7,9,-2,0,220,220,0,1,-9,7
3,2,16,92,1,908,9,7,2,214,0,214,1,0,9,-7
3,2,16,93,0,3816,9,7,2,1534,1588,3122,0.491351697629725,0.508648302370275,0.861627162075592,1.13837283792441
3,2,16,94,1,1346,7,9,-2,638,14,652,0.978527607361963,0.0214723926380368,6.65644171779141,-8.65644171779141
3,2,16,95,0,972,7,9,-2,0,278,278,0,1,-9,7
3,2,16,96,1,967,9,7,2,273,0,273,1,0,9,-7
3,2,16,97,0,1338,9,7,2,0,644,644,0,1,-7,9
3,2,16,98,1,2306,7,9,-2,1057,555,1612,0.655707196029777,0.344292803970223,1.49131513647643,-3.49131513647643
3,2,16,99,0,1146,7,9,-2,0,452,452,0,1,-9,7
