"subject","absVD","OV","trial","choice","rt","leftval","rightval","VD","fixDurLeft","fixDurRight","fixDurTotal","EL","ER","x1","x2"
36,2,16,47,0,578,7,9,-2,0,168,168,0,1,-9,7
36,2,16,48,1,1038,7,9,-2,628,0,628,1,0,7,-9
36,2,16,49,0,842,7,9,-2,18,414,432,0.0416666666666667,0.958333333333333,-8.33333333333333,6.33333333333333
36,2,16,50,1,693,9,7,2,283,0,283,1,0,9,-7
36,2,16,51,1,1148,9,7,2,192,546,738,0.260162601626016,0.739837398373984,-2.83739837398374,4.83739837398374
36,2,16,52,1,1049,9,7,2,628,11,639,0.982785602503912,0.0172143974960876,8.7245696400626,-6.7245696400626
36,2,16,53,1,1427,9,7,2,265,752,1017,0.260570304818092,0.739429695181908,-2.83087512291052,4.83087512291052
36,2,16,54,1,894,9,7,2,484,0,484,1,0,9,-7
36,2,16,55,0,762,9,7,2,0,352,352,0,1,-7,9
36,2,16,56,1,932,9,7,2,522,0,522,1,0,9,-7
36,2,16,57,0,1733,7,9,-2,271,1052,1323,0.204837490551776,0.795162509448224,-5.72260015117158,3.72260015117158
36,2,16,58,1,654,9,7,2,244,0,244,1,0,9,-7
36,2,16,59,0,2727,9,7,2,1201,1116,2317,0.518342684505827,0.481657315494174,1.29348295209322,0.706517047906776
36,2,16,60,1,607,9,7,2,197,0,197,1,0,9,-7
36,2,16,61,0,793,7,9,-2,0,383,383,0,1,-9,7
36,2,16,62,1,2565,7,9,-2,1292,863,2155,0.59953596287703,0.40046403712297,0.592575406032482,-2.59257540603248
36,2,16,63,0,613,9,7,2,0,203,203,0,1,-7,9
36,2,16,64,1,980,9,7,2,363,207,570,0.636842105263158,0.363157894736842,3.18947368421053,-1.18947368421053
36,2,16,65,1,780,9,7,2,67,303,370,0.181081081081081,0.818918918918919,-4.1027027027027,6.1027027027027
36,2,16,66,0,903,7,9,-2,493,0,493,1,0,7,-9
36,2,16,67,0,762,7,9,-2,0,352,352,0,1,-9,7
36,2,16,68,1,843,9,7,2,433,0,433,1,0,9,-7
36,2,16,69,0,1006,7,9,-2,4,592,596,0.00671140939597315,0.993288590604027,-8.89261744966443,6.89261744966443
36,2,16,70,1,718,9,7,2,308,0,308,1,0,9,-7
36,2,16,71,1,842,9,7,2,98,334,432,0.226851851851852,0.773148148148148,-3.37037037037037,5.37037037037037
36,2,16,72,1,1644,9,7,2,815,419,1234,0.660453808752026,0.339546191247974,3.56726094003242,-1.56726094003242
36,2,16,73,0,1612,7,9,-2,574,628,1202,0.477537437603993,0.522462562396007,-1.35940099833611,-0.640599001663894
36,2,16,74,1,666,9,7,2,256,0,256,1,0,9,-7
36,2,16,75,0,1112,7,9,-2,1,701,702,0.00142450142450142,0.998575498575499,-8.97720797720798,6.97720797720798
36,2,16,76,1,812,7,9,-2,402,0,402,1,0,7,-9
36,2,16,77,0,878,9,7,2,10,458,468,0.0213675213675214,0.978632478632479,-6.65811965811966,8.65811965811966
36,2,16,78,1,637,9,7,2,227,0,227,1,0,9,-7
36,2,16,79,0,2643,7,9,-2,1057,1176,2233,0.473354231974922,0.526645768025078,-1.42633228840125,-0.573667711598747
36,2,16,80,1,1574,9,7,2,758,406,1164,0.651202749140893,0.348797250859107,3.4192439862543,-1.4192439862543
36,2,16,81,1,1094,9,7,2,187,497,684,0.273391812865497,0.726608187134503,-2.62573099415205,4.62573099415205
36,2,16,82,1,679,9,7,2,269,0,269,1,0,9,-7
36,2,16,83,0,970,7,9,-2,0,560,560,0,1,-9,7
36,2,16,84,1,1091,9,7,2,409,272,681,0.600587371512482,0.399412628487518,2.60939794419971,-0.609397944199706
36,2,16,85,0,903,7,9,-2,0,493,493,0,1,-9,7
36,2,16,86,1,629,9,7,2,219,0,219,1,0,9,-7
36,2,16,87,1,2122,7,9,-2,811,901,1712,0.473714953271028,0.526285046728972,-1.42056074766355,-0.579439252336449
36,2,16,88,1,2214,7,9,-2,1234,570,1804,0.684035476718404,0.315964523281596,1.94456762749446,-3.94456762749446
36,2,16,89,0,746,9,7,2,0,336,336,0,1,-7,9
36,2,16,90,1,3831,9,7,2,1488,1933,3421,0.434960537854429,0.565039462145571,-0.0406313943291439,2.04063139432914
36,2,16,91,0,740,7,9,-2,0,330,330,0,1,-9,7
36,2,16,92,1,662,9,7,2,252,0,252,1,0,9,-7
36,2,16,93,0,523,7,9,-2,0,113,113,0,1,-9,7
36,2,16,94,0,2938,7,9,-2,1478,1050,2528,0.584651898734177,0.415348101265823,0.354430379746836,-2.35443037974684
36,2,16,95,0,980,9,7,2,48,522,570,0.0842105263157895,0.91578947368421,-5.65263157894737,7.65263157894737
36,2,16,96,1,2017,7,9,-2,1188,419,1607,0.739265712507779,0.260734287492222,2.82825140012446,-4.82825140012446
36,2,16,97,1,1816,9,7,2,332,1074,1406,0.236130867709815,0.763869132290185,-3.22190611664296,5.22190611664296
36,2,16,98,1,703,7,9,-2,293,0,293,1,0,7,-9
36,2,16,99,0,897,9,7,2,92,395,487,0.188911704312115,0.811088295687885,-3.97741273100616,5.97741273100616
36,2,16,100,0,2291,7,9,-2,800,1081,1881,0.425305688463583,0.574694311536417,-2.19510898458267,0.195108984582669
37,2,16,1,0,2061,9,7,2,372,1294,1666,0.223289315726291,0.776710684273709,-3.42737094837935,5.42737094837935
37,2,16,2,0,1172,7,9,-2,487,290,777,0.626769626769627,0.373230373230373,1.02831402831403,-3.02831402831403
37,2,16,3,1,1880,9,7,2,555,930,1485,0.373737373737374,0.626262626262626,-1.02020202020202,3.02020202020202
37,2,16,4,0,1544,7,9,-2,632,517,1149,0.550043516100957,0.449956483899043,-0.199303742384682,-1.80069625761532
37,2,16,5,0,686,7,9,-2,0,291,291,0,1,-9,7
37,2,16,6,0,1265,9,7,2,483,387,870,0.555172413793103,0.444827586206897,1.88275862068966,0.117241379310345
37,2,16,7,0,2191,7,9,-2,681,1115,1796,0.379175946547884,0.620824053452116,-2.93318485523385,0.933184855233853
37,2,16,8,0,1027,9,7,2,363,269,632,0.574367088607595,0.425632911392405,2.18987341772152,-0.189873417721519
37,2,16,9,0,688,7,9,-2,0,293,293,0,1,-9,7
37,2,16,10,1,793,7,9,-2,398,0,398,1,0,7,-9
37,2,16,11,0,637,7,9,-2,0,242,242,0,1,-9,7
37,2,16,12,1,618,9,7,2,223,0,223,1,0,9,-7
37,2,16,13,1,991,9,7,2,78,518,596,0.130872483221477,0.869127516778524,-4.90604026845638,6.90604026845638
37,2,16,14,0,1166,9,7,2,270,501,771,0.350194552529183,0.649805447470817,-1.39688715953307,3.39688715953307
37,2,16,15,1,1393,9,7,2,295,703,998,0.295591182364729,0.704408817635271,-2.27054108216433,4.27054108216433
37,2,16,16,1,522,7,9,-2,127,0,127,1,0,7,-9
37,2,16,17,0,658,9,7,2,0,263,263,0,1,-7,9
37,2,16,18,1,988,9,7,2,547,46,593,0.922428330522766,0.0775716694772344,7.75885328836425,-5.75885328836425
37,2,16,19,0,580,7,9,-2,0,185,185,0,1,-9,7
37,2,16,20,1,760,9,7,2,365,0,365,1,0,9,-7
37,2,16,21,0,3472,7,9,-2,1852,1225,3077,0.601884952876178,0.398115047123822,0.630159246018849,-2.63015924601885
37,2,16,22,0,1729,7,9,-2,858,476,1334,0.643178410794603,0.356821589205397,1.29085457271364,-3.29085457271364
37,2,16,23,0,638,7,9,-2,0,243,243,0,1,-9,7
37,2,16,24,1,690,9,7,2,295,0,295,1,0,9,-7
37,2,16,25,0,1284,7,9,-2,273,616,889,0.307086614173228,0.692913385826772,-4.08661417322835,2.08661417322835
37,2,16,26,1,725,9,7,2,330,0,330,1,0,9,-7
37,2,16,27,1,1311,7,9,-2,245,671,916,0.267467248908297,0.732532751091703,-4.72052401746725,2.72052401746725
37,2,16,28,1,611,9,7,2,216,0,216,1,0,9,-7
37,2,16,29,0,1531,7,9,-2,380,756,1136,0.334507042253521,0.665492957746479,-3.64788732394366,1.64788732394366
37,2,16,30,0,2456,7,9,-2,1199,862,2061,0.581756428918001,0.418243571081999,0.308102862688015,-2.30810286268802
37,2,16,31,1,927,7,9,-2,237,295,532,0.445488721804511,0.554511278195489,-1.87218045112782,-0.12781954887218
37,2,16,32,0,1074,9,7,2,325,354,679,0.478645066273932,0.521354933726068,0.658321060382915,1.34167893961708
37,2,16,33,0,867,9,7,2,0,472,472,0,1,-7,9
37,2,16,34,1,818,7,9,-2,423,0,423,1,0,7,-9
37,2,16,35,0,915,9,7,2,0,520,520,0,1,-7,9
37,2,16,36,1,835,7,9,-2,293,147,440,0.665909090909091,0.334090909090909,1.65454545454545,-3.65454545454545
37,2,16,37,0,1109,9,7,2,385,329,714,0.53921568627451,0.46078431372549,1.62745098039216,0.372549019607843
37,2,16,38,0,852,7,9,-2,457,0,457,1,0,7,-9
37,2,16,39,0,669,7,9,-2,0,274,274,0,1,-9,7
37,2,16,40,1,1111,9,7,2,581,135,716,0.81145251396648,0.18854748603352,5.98324022346369,-3.98324022346369
37,2,16,41,1,1904,7,9,-2,738,771,1509,0.489065606361829,0.510934393638171,-1.17495029821074,-0.825049701789265
37,2,16,42,1,804,7,9,-2,409,0,409,1,0,7,-9
37,2,16,43,0,953,9,7,2,0,558,558,0,1,-7,9
37,2,16,44,1,769,9,7,2,299,75,374,0.799465240641711,0.200534759358289,5.79144385026738,-3.79144385026738
37,2,16,45,0,682,9,7,2,0,287,287,0,1,-7,9
37,2,16,46,1,2176,7,9,-2,841,940,1781,0.472206625491297,0.527793374508703,-1.44469399213925,-0.555306007860753
37,2,16,47,0,1454,9,7,2,549,510,1059,0.518413597733711,0.481586402266289,1.29461756373938,0.705382436260623
37,2,16,48,0,1141,7,9,-2,367,379,746,0.491957104557641,0.508042895442359,-1.12868632707775,-0.871313672922252
37,2,16,49,0,650,7,9,-2,0,255,255,0,1,-9,7
37,2,16,50,0,1238,9,7,2,562,281,843,0.666666666666667,0.333333333333333,3.66666666666667,-1.66666666666667
37,2,16,51,0,586,7,9,-2,0,191,191,0,1,-9,7
37,2,16,52,1,790,9,7,2,395,0,395,1,0,9,-7
37,2,16,53,1,974,9,7,2,299,280,579,0.516407599309154,0.483592400690846,1.26252158894646,0.737478411053541
37,2,16,54,1,758,9,7,2,363,0,363,1,0,9,-7
37,2,16,55,1,1449,9,7,2,548,506,1054,0.519924098671727,0.480075901328273,1.31878557874763,0.681214421252373
37,2,16,56,1,839,9,7,2,444,0,444,1,0,9,-7
37,2,16,57,1,985,7,9,-2,275,315,590,0.466101694915254,0.533898305084746,-1.54237288135593,-0.457627118644067
37,2,16,58,1,1000,9,7,2,562,43,605,0.928925619834711,0.0710743801652893,7.86280991735537,-5.86280991735537
37,2,16,59,0,775,7,9,-2,0,380,380,0,1,-9,7
37,2,16,60,0,1430,7,9,-2,461,574,1035,0.445410628019324,0.554589371980676,-1.87342995169082,-0.126570048309179
37,2,16,61,1,1911,9,7,2,676,840,1516,0.445910290237467,0.554089709762533,0.134564643799472,1.86543535620053
37,2,16,62,1,787,9,7,2,293,99,392,0.747448979591837,0.252551020408163,4.95918367346939,-2.95918367346939
37,2,16,63,0,545,7,9,-2,0,150,150,0,1,-9,7
37,2,16,64,0,861,9,7,2,375,91,466,0.804721030042919,0.195278969957082,5.8755364806867,-3.8755364806867
37,2,16,65,0,635,7,9,-2,0,240,240,0,1,-9,7
37,2,16,66,1,896,9,7,2,311,190,501,0.620758483033932,0.379241516966068,2.93213572854291,-0.932135728542914
37,2,16,67,1,2642,9,7,2,1134,1113,2247,0.504672897196262,0.495327102803738,1.07476635514019,0.925233644859813
37,2,16,68,0,2011,9,7,2,813,803,1616,0.503094059405941,0.496905940594059,1.04950495049505,0.95049504950495
37,2,16,69,0,493,7,9,-2,0,98,98,0,1,-9,7
37,2,16,70,0,1669,7,9,-2,594,680,1274,0.466248037676609,0.533751962323391,-1.54003139717426,-0.459968602825745
37,2,16,71,0,654,7,9,-2,0,259,259,0,1,-9,7
37,2,16,72,1,641,9,7,2,246,0,246,1,0,9,-7
37,2,16,73,1,1593,9,7,2,739,459,1198,0.61686143572621,0.38313856427379,2.86978297161937,-0.869782971619365
37,2,16,74,0,2383,7,9,-2,1086,902,1988,0.546277665995976,0.453722334004024,-0.259557344064386,-1.74044265593561
37,2,16,75,0,760,9,7,2,0,365,365,0,1,-7,9
37,2,16,76,0,1740,7,9,-2,602,743,1345,0.447583643122677,0.552416356877323,-1.83866171003717,-0.161338289962825
37,2,16,77,0,589,7,9,-2,0,194,194,0,1,-9,7
37,2,16,78,1,840,7,9,-2,445,0,445,1,0,7,-9
37,2,16,79,0,3225,9,7,2,1156,1674,2830,0.408480565371025,0.591519434628975,-0.464310954063604,2.4643109540636
37,2,16,80,1,565,7,9,-2,170,0,170,1,0,7,-9
37,2,16,81,0,778,9,7,2,0,383,383,0,1,-7,9
37,2,16,82,1,761,7,9,-2,366,0,366,1,0,7,-9
37,2,16,83,0,1202,7,9,-2,367,440,807,0.454770755885998,0.545229244114003,-1.72366790582404,-0.27633209417596
37,2,16,84,1,2735,7,9,-2,1197,1143,2340,0.511538461538461,0.488461538461538,-0.815384615384615,-1.18461538461538
37,2,16,85,0,1976,9,7,2,630,951,1581,0.398481973434535,0.601518026565465,-0.624288425047439,2.62428842504744
37,2,16,86,1,1577,7,9,-2,555,627,1182,0.469543147208122,0.530456852791878,-1.48730964467005,-0.51269035532995
37,2,16,87,0,851,9,7,2,22,434,456,0.0482456140350877,0.951754385964912,-6.2280701754386,8.2280701754386
37,2,16,88,0,1259,7,9,-2,317,547,864,0.366898148148148,0.633101851851852,-3.12962962962963,1.12962962962963
37,2,16,89,0,818,9,7,2,0,423,423,0,1,-7,9
37,2,16,90,0,1005,9,7,2,290,320,610,0.475409836065574,0.524590163934426,0.60655737704918,1.39344262295082
37,2,16,91,0,675,9,7,2,0,280,280,0,1,-7,9
37,2,16,92,0,1239,7,9,-2,401,443,844,0.475118483412322,0.524881516587678,-1.39810426540284,-0.601895734597157
37,2,16,93,0,776,9,7,2,21,360,381,0.0551181102362205,0.94488188976378,-6.11811023622047,8.11811023622047
37,2,16,94,1,567,9,7,2,172,0,172,1,0,9,-7
37,2,16,95,0,1022,7,9,-2,0,627,627,0,1,-9,7
37,2,16,96,1,834,9,7,2,287,152,439,0.65375854214123,0.34624145785877,3.46013667425968,-1.46013667425968
37,2,16,97,0,856,9,7,2,104,357,461,0.225596529284165,0.774403470715835,-3.39045553145336,5.39045553145336
37,2,16,98,0,2039,7,9,-2,906,738,1644,0.551094890510949,0.448905109489051,-0.182481751824817,-1.81751824817518
37,2,16,99,0,1515,9,7,2,447,673,1120,0.399107142857143,0.600892857142857,-0.614285714285714,2.61428571428571
37,2,16,100,1,661,7,9,-2,266,0,266,1,0,7,-9
38,2,16,1,1,1540,9,7,2,725,403,1128,0.642730496453901,0.357269503546099,3.28368794326241,-1.28368794326241
38,2,16,2,1,528,9,7,2,116,0,116,1,0,9,-7
38,2,16,3,0,717,9,7,2,0,305,305,0,1,-7,9
38,2,16,4,1,725,9,7,2,313,0,313,1,0,9,-7
38,2,16,5,0,2213,9,7,2,544,1257,1801,0.302054414214325,0.697945585785675,-2.16712937257079,4.16712937257079
38,2,16,6,1,796,9,7,2,384,0,384,1,0,9,-7
38,2,16,7,0,738,7,9,-2,0,326,326,0,1,-9,7
38,2,16,8,1,904,9,7,2,492,0,492,1,0,9,-7
38,2,16,9,1,719,9,7,2,0,307,307,0,1,-7,9
38,2,16,10,1,818,7,9,-2,406,0,406,1,0,7,-9
38,2,16,11,1,1937,9,7,2,836,689,1525,0.548196721311475,0.451803278688525,1.77114754098361,0.228852459016393
38,2,16,12,0,2084,9,7,2,999,673,1672,0.597488038277512,0.402511961722488,2.55980861244019,-0.559808612440191
38,2,16,13,0,695,9,7,2,0,283,283,0,1,-7,9
38,2,16,14,1,1939,9,7,2,980,547,1527,0.641781270464964,0.358218729535036,3.26850032743942,-1.26850032743942
38,2,16,15,1,918,9,7,2,198,308,506,0.391304347826087,0.608695652173913,-0.739130434782609,2.73913043478261
38,2,16,16,0,1579,7,9,-2,690,477,1167,0.591259640102828,0.408740359897172,0.460154241645244,-2.46015424164524
38,2,16,17,0,735,9,7,2,0,323,323,0,1,-7,9
38,2,16,18,1,646,9,7,2,234,0,234,1,0,9,-7
38,2,16,19,1,1462,9,7,2,333,717,1050,0.317142857142857,0.682857142857143,-1.92571428571429,3.92571428571429
38,2,16,20,1,854,7,9,-2,442,0,442,1,0,7,-9
38,2,16,21,0,716,7,9,-2,0,304,304,0,1,-9,7
38,2,16,22,1,630,7,9,-2,218,0,218,1,0,7,-9
38,2,16,23,0,746,9,7,2,0,334,334,0,1,-7,9
38,2,16,24,1,926,7,9,-2,498,16,514,0.968871595330739,0.0311284046692607,6.50194552529183,-8.50194552529183
38,2,16,25,0,1090,7,9,-2,281,397,678,0.414454277286136,0.585545722713864,-2.36873156342183,0.368731563421829
38,2,16,26,1,689,7,9,-2,277,0,277,1,0,7,-9
38,2,16,27,0,565,7,9,-2,0,153,153,0,1,-9,7
38,2,16,28,1,1397,9,7,2,560,425,985,0.568527918781726,0.431472081218274,2.09644670050761,-0.0964467005076144
38,2,16,29,0,789,7,9,-2,0,377,377,0,1,-9,7
38,2,16,30,1,929,9,7,2,517,0,517,1,0,9,-7
38,2,16,31,0,978,7,9,-2,215,351,566,0.379858657243816,0.620141342756184,-2.92226148409894,0.92226148409894
38,2,16,32,1,2442,9,7,2,1028,1002,2030,0.506403940886699,0.493596059113301,1.10246305418719,0.897536945812808
38,2,16,33,0,871,7,9,-2,0,459,459,0,1,-9,7
38,2,16,34,1,2773,7,9,-2,1351,1010,2361,0.572215163066497,0.427784836933503,0.155442609063956,-2.15544260906396
38,2,16,35,0,1253,7,9,-2,373,468,841,0.443519619500595,0.556480380499406,-1.90368608799049,-0.0963139120095122
38,2,16,36,0,1301,9,7,2,319,570,889,0.358830146231721,0.641169853768279,-1.25871766029246,3.25871766029246
38,2,16,37,0,1292,9,7,2,284,596,880,0.322727272727273,0.677272727272727,-1.83636363636364,3.83636363636364
38,2,16,38,0,2670,7,9,-2,1150,1108,2258,0.509300265721878,0.490699734278122,-0.851195748449956,-1.14880425155004
38,2,16,39,0,836,7,9,-2,135,289,424,0.318396226415094,0.681603773584906,-3.90566037735849,1.90566037735849
38,2,16,40,1,564,9,7,2,152,0,152,1,0,9,-7
38,2,16,41,0,1063,9,7,2,0,651,651,0,1,-7,9
38,2,16,42,1,1624,9,7,2,851,361,1212,0.702145214521452,0.297854785478548,4.23432343234323,-2.23432343234323
38,2,16,43,0,1011,7,9,-2,0,599,599,0,1,-9,7
38,2,16,44,0,1076,7,9,-2,565,99,664,0.850903614457831,0.149096385542169,4.6144578313253,-6.6144578313253
38,2,16,45,1,2302,7,9,-2,1109,781,1890,0.586772486772487,0.413227513227513,0.388359788359788,-2.38835978835979
38,2,16,46,1,575,7,9,-2,163,0,163,1,0,7,-9
38,2,16,47,0,851,9,7,2,0,439,439,0,1,-7,9
38,2,16,48,1,741,9,7,2,329,0,329,1,0,9,-7
38,2,16,49,0,1723,9,7,2,411,900,1311,0.31350114416476,0.68649885583524,-1.98398169336384,3.98398169336384
38,2,16,50,1,865,7,9,-2,424,29,453,0.93598233995585,0.0640176600441501,5.9757174392936,-7.9757174392936
38,2,16,51,1,1344,9,7,2,645,287,932,0.69206008583691,0.30793991416309,4.07296137339056,-2.07296137339056
38,2,16,52,0,789,7,9,-2,262,115,377,0.694960212201592,0.305039787798409,2.11936339522546,-4.11936339522546
38,2,16,53,0,630,7,9,-2,0,218,218,0,1,-9,7
38,2,16,54,0,1005,9,7,2,410,183,593,0.691399662731872,0.308600337268128,4.06239460370995,-2.06239460370995
38,2,16,55,0,571,7,9,-2,0,159,159,0,1,-9,7
38,2,16,56,1,664,9,7,2,252,0,252,1,0,9,-7
38,2,16,57,0,730,7,9,-2,0,318,318,0,1,-9,7
38,2,16,58,1,1693,9,7,2,820,461,1281,0.640124902419984,0.359875097580016,3.24199843871975,-1.24199843871975
38,2,16,59,1,1851,9,7,2,487,952,1439,0.338429464906185,0.661570535093815,-1.58512856150104,3.58512856150104
38,2,16,60,0,1533,9,7,2,414,707,1121,0.369313113291704,0.630686886708296,-1.09099018733274,3.09099018733274
38,2,16,61,0,1666,7,9,-2,550,704,1254,0.43859649122807,0.56140350877193,-1.98245614035088,-0.0175438596491229
38,2,16,62,0,2682,7,9,-2,1266,1004,2270,0.557709251101322,0.442290748898678,-0.0766519823788543,-1.92334801762115
38,2,16,63,0,1151,9,7,2,210,529,739,0.284167794316644,0.715832205683356,-2.45331529093369,4.45331529093369
38,2,16,64,0,1230,7,9,-2,685,133,818,0.837408312958435,0.162591687041565,4.39853300733496,-6.39853300733496
38,2,16,65,0,859,7,9,-2,0,447,447,0,1,-9,7
38,2,16,66,1,1290,7,9,-2,581,297,878,0.661731207289294,0.338268792710706,1.5876993166287,-3.5876993166287
38,2,16,67,0,590,7,9,-2,0,178,178,0,1,-9,7
38,2,16,68,1,1854,9,7,2,900,542,1442,0.624133148404993,0.375866851595007,2.98613037447989,-0.986130374479889
38,2,16,69,0,875,9,7,2,0,463,463,0,1,-7,9
38,2,16,70,0,1354,7,9,-2,633,309,942,0.671974522292994,0.328025477707006,1.7515923566879,-3.7515923566879
38,2,16,71,0,704,9,7,2,0,292,292,0,1,-7,9
38,2,16,72,1,710,9,7,2,298,0,298,1,0,9,-7
38,2,16,73,0,1135,7,9,-2,0,723,723,0,1,-9,7
38,2,16,74,1,659,9,7,2,247,0,247,1,0,9,-7
38,2,16,75,0,663,9,7,2,0,251,251,0,1,-7,9
38,2,16,76,1,583,7,9,-2,171,0,171,1,0,7,-9
38,2,16,77,1,1631,9,7,2,475,744,1219,0.389663658736669,0.610336341263331,-0.765381460213289,2.76538146021329
38,2,16,78,1,624,9,7,2,212,0,212,1,0,9,-7
38,2,16,79,1,996,9,7,2,202,382,584,0.345890410958904,0.654109589041096,-1.46575342465753,3.46575342465753
38,2,16,80,1,662,7,9,-2,250,0,250,1,0,7,-9
38,2,16,81,1,1247,9,7,2,264,571,835,0.316167664670659,0.683832335329341,-1.94131736526946,3.94131736526946
38,2,16,82,1,582,9,7,2,170,0,170,1,0,9,-7
38,2,16,83,0,883,7,9,-2,0,471,471,0,1,-9,7
38,2,16,84,1,1017,9,7,2,467,138,605,0.771900826446281,0.228099173553719,5.3504132231405,-3.3504132231405
38,2,16,85,0,735,9,7,2,0,323,323,0,1,-7,9
38,2,16,86,1,1140,9,7,2,728,0,728,1,0,9,-7
38,2,16,87,1,1138,7,9,-2,408,318,726,0.56198347107438,0.43801652892562,-0.00826446280991711,-1.99173553719008
38,2,16,88,0,1487,7,9,-2,387,688,1075,0.36,0.64,-3.24,1.24
38,2,16,89,0,1791,7,9,-2,368,1011,1379,0.26686004350979,0.73313995649021,-4.73023930384336,2.73023930384336
38,2,16,90,1,654,9,7,2,242,0,242,1,0,9,-7
38,2,16,91,0,869,9,7,2,0,457,457,0,1,-7,9
38,2,16,92,1,2080,9,7,2,919,749,1668,0.550959232613909,0.449040767386091,1.81534772182254,0.184652278177457
38,2,16,93,0,599,7,9,-2,0,187,187,0,1,-9,7
38,2,16,94,0,1413,9,7,2,419,582,1001,0.418581418581419,0.581418581418581,-0.302697302697303,2.3026973026973
38,2,16,95,0,1516,9,7,2,314,790,1104,0.284420289855072,0.715579710144927,-2.44927536231884,4.44927536231884
38,2,16,96,0,705,7,9,-2,293,0,293,1,0,7,-9
38,2,16,97,0,756,9,7,2,0,344,344,0,1,-7,9
38,2,16,98,1,756,9,7,2,344,0,344,1,0,9,-7
38,2,16,99,0,633,7,9,-2,0,221,221,0,1,-9,7
38,2,16,100,1,677,7,9,-2,252,13,265,0.950943396226415,0.0490566037735849,6.21509433962264,-8.21509433962264
39,2,16,1,0,960,7,9,-2,0,559,559,0,1,-9,7
39,2,16,2,1,552,7,9,-2,151,0,151,1,0,7,-9
39,2,16,3,0,800,7,9,-2,0,399,399,0,1,-9,7
39,2,16,4,1,744,7,9,-2,343,0,343,1,0,7,-9
39,2,16,5,0,767,9,7,2,70,296,366,0.191256830601093,0.808743169398907,-3.93989071038251,5.93989071038251
39,2,16,6,1,934,9,7,2,533,0,533,1,0,9,-7
39,2,16,7,1,1292,7,9,-2,417,474,891,0.468013468013468,0.531986531986532,-1.51178451178451,-0.488215488215488
39,2,16,8,0,747,7,9,-2,346,0,346,1,0,7,-9
39,2,16,9,1,1283,9,7,2,287,595,882,0.325396825396825,0.674603174603175,-1.79365079365079,3.79365079365079
39,2,16,10,0,937,9,7,2,264,272,536,0.492537313432836,0.507462686567164,0.880597014925373,1.11940298507463
39,2,16,11,1,1673,9,7,2,686,586,1272,0.539308176100629,0.460691823899371,1.62893081761006,0.371069182389937
39,2,16,12,0,1409,9,7,2,366,642,1008,0.363095238095238,0.636904761904762,-1.19047619047619,3.19047619047619
39,2,16,13,0,2564,7,9,-2,1126,1037,2163,0.520573277854831,0.479426722145169,-0.670827554322701,-1.3291724456773
39,2,16,14,1,750,9,7,2,349,0,349,1,0,9,-7
39,2,16,15,0,1404,7,9,-2,672,331,1003,0.669990029910269,0.330009970089731,1.71984047856431,-3.71984047856431
39,2,16,16,1,834,9,7,2,433,0,433,1,0,9,-7
39,2,16,17,0,717,9,7,2,0,316,316,0,1,-7,9
39,2,16,18,1,2285,9,7,2,1043,841,1884,0.553609341825902,0.446390658174098,1.85774946921444,0.142250530785563
39,2,16,19,1,4649,9,7,2,1899,2349,4248,0.447033898305085,0.552966101694915,0.152542372881356,1.84745762711864
39,2,16,20,0,3288,7,9,-2,1319,1568,2887,0.45687564946311,0.543124350536889,-1.68998960859023,-0.310010391409768
39,2,16,21,0,693,7,9,-2,0,292,292,0,1,-9,7
39,2,16,22,0,883,9,7,2,397,85,482,0.823651452282158,0.176348547717842,6.17842323651452,-4.17842323651452
39,2,16,23,1,1241,9,7,2,412,428,840,0.49047619047619,0.509523809523809,0.847619047619047,1.15238095238095
39,2,16,24,0,1007,7,9,-2,367,239,606,0.605610561056106,0.394389438943894,0.68976897689769,-2.68976897689769
39,2,16,25,1,1572,7,9,-2,619,552,1171,0.528608027327071,0.471391972672929,-0.542271562766866,-1.45772843723313
39,2,16,26,1,1036,9,7,2,533,102,635,0.839370078740157,0.160629921259843,6.42992125984252,-4.42992125984252
39,2,16,27,1,1729,9,7,2,643,685,1328,0.484186746987952,0.515813253012048,0.746987951807229,1.25301204819277
39,2,16,28,0,1312,7,9,-2,390,521,911,0.428100987925357,0.571899012074643,-2.15038419319429,0.150384193194292
39,2,16,29,1,1570,7,9,-2,583,586,1169,0.498716852010265,0.501283147989735,-1.02053036783576,-0.979469632164243
39,2,16,30,1,842,7,9,-2,441,0,441,1,0,7,-9
39,2,16,31,1,1382,7,9,-2,528,453,981,0.53822629969419,0.46177370030581,-0.388379204892966,-1.61162079510703
39,2,16,32,1,1060,7,9,-2,655,4,659,0.993930197268589,0.00606980273141123,6.90288315629742,-8.90288315629742
39,2,16,33,0,2110,7,9,-2,849,860,1709,0.496781743709772,0.503218256290228,-1.05149210064365,-0.948507899356348
39,2,16,34,1,1523,9,7,2,854,268,1122,0.761140819964349,0.238859180035651,5.17825311942959,-3.17825311942959
39,2,16,35,0,828,9,7,2,0,427,427,0,1,-7,9
39,2,16,36,1,787,9,7,2,386,0,386,1,0,9,-7
39,2,16,37,1,1448,9,7,2,368,679,1047,0.351480420248329,0.648519579751671,-1.37631327602674,3.37631327602674
39,2,16,38,0,1592,7,9,-2,876,315,1191,0.73551637279597,0.26448362720403,2.76826196473552,-4.76826196473552
39,2,16,39,0,856,9,7,2,0,455,455,0,1,-7,9
39,2,16,40,1,796,9,7,2,282,113,395,0.713924050632911,0.286075949367089,4.42278481012658,-2.42278481012658
